village_id,village_name,district,date,rainfall_1d,rainfall_3d,rainfall_6d,rainfall_24h,rainfall_intensity,soil_moisture,river_level,elevation,slope,aspect,flow_accumulation,distance_to_river,historical_flood_frequency,forecast_rainfall,land_use,flood_target_N_hours,risk_score,lead_time_hrs
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-05T12:00:00,5.11,14.25,25.47,5.11,0.27,18.0,2.3,960,34.0,210.0,2400.0,20,8,0.56,Steepland Scrub,0,13.8,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-05T15:00:00,6.02,15.22,26.21,6.02,0.63,18.0,2.31,960,34.0,210.0,2400.0,20,8,2.61,Steepland Scrub,0,13.9,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-05T18:00:00,5.21,15.29,26.0,5.21,0.19,18.0,2.31,960,34.0,210.0,2400.0,20,8,0.55,Steepland Scrub,0,13.8,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-05T21:00:00,4.15,15.81,26.16,4.15,0.38,18.0,2.31,960,34.0,210.0,2400.0,20,8,2.77,Steepland Scrub,0,13.9,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-06T00:00:00,3.88,13.68,25.9,3.88,0.16,18.0,2.3,960,34.0,210.0,2400.0,20,8,1.28,Steepland Scrub,0,13.8,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-06T03:00:00,4.49,13.98,26.01,4.49,0.36,18.0,2.31,960,34.0,210.0,2400.0,20,8,3.04,Steepland Scrub,0,13.9,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-06T06:00:00,4.24,13.78,25.52,4.24,0.06,18.0,2.3,960,34.0,210.0,2400.0,20,8,2.99,Steepland Scrub,0,13.8,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-06T09:00:00,3.88,13.34,25.06,3.88,0.05,18.0,2.29,960,34.0,210.0,2400.0,20,8,1.46,Steepland Scrub,0,13.7,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-06T12:00:00,4.17,14.1,25.39,4.17,0.49,18.0,2.29,960,34.0,210.0,2400.0,20,8,0.23,Steepland Scrub,0,13.7,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-06T15:00:00,3.06,13.86,24.85,3.06,0.0,18.0,2.28,960,34.0,210.0,2400.0,20,8,1.34,Steepland Scrub,0,13.7,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-06T18:00:00,3.1,13.51,24.74,3.1,0.23,18.0,2.28,960,34.0,210.0,2400.0,20,8,1.3,Steepland Scrub,0,13.7,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-06T21:00:00,2.95,13.76,24.75,2.95,0.25,18.0,2.28,960,34.0,210.0,2400.0,20,8,3.72,Steepland Scrub,0,13.8,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-07T00:00:00,3.02,12.91,24.22,3.02,0.19,18.0,2.28,960,34.0,210.0,2400.0,20,8,2.42,Steepland Scrub,0,13.7,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-07T03:00:00,2.66,12.92,24.44,2.66,0.15,18.0,2.28,960,34.0,210.0,2400.0,20,8,1.98,Steepland Scrub,0,13.7,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-07T06:00:00,3.84,13.99,25.46,3.84,0.62,18.0,2.3,960,34.0,210.0,2400.0,20,8,2.43,Steepland Scrub,0,13.8,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-07T09:00:00,4.24,13.28,25.9,4.24,0.27,18.0,2.29,960,34.0,210.0,2400.0,20,8,3.84,Steepland Scrub,0,13.8,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-07T12:00:00,4.1,13.39,25.83,4.1,0.33,18.0,2.3,960,34.0,210.0,2400.0,20,8,3.9,Steepland Scrub,0,13.9,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-07T15:00:00,4.78,13.85,26.02,4.78,0.34,18.0,2.3,960,34.0,210.0,2400.0,20,8,2.97,Steepland Scrub,0,13.8,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-07T18:00:00,5.02,13.33,26.59,5.02,0.35,18.0,2.3,960,34.0,210.0,2400.0,20,8,2.51,Steepland Scrub,0,13.8,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-07T21:00:00,4.84,11.94,26.85,4.84,0.2,18.0,2.3,960,34.0,210.0,2400.0,20,8,3.4,Steepland Scrub,0,13.8,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-08T00:00:00,5.3,12.2,27.39,5.3,0.43,18.0,2.3,960,34.0,210.0,2400.0,20,8,3.33,Steepland Scrub,0,13.9,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-08T03:00:00,5.38,12.53,27.71,5.38,0.19,18.0,2.3,960,34.0,210.0,2400.0,20,8,0.57,Steepland Scrub,0,13.7,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-08T06:00:00,4.71,12.79,27.76,4.71,0.3,18.0,2.3,960,34.0,210.0,2400.0,20,8,3.83,Steepland Scrub,0,13.9,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-08T09:00:00,4.99,13.11,27.69,4.99,0.43,18.0,2.3,960,34.0,210.0,2400.0,20,8,3.36,Steepland Scrub,0,13.9,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-08T12:00:00,5.04,13.32,27.56,5.04,0.44,18.0,2.31,960,34.0,210.0,2400.0,20,8,0.77,Steepland Scrub,0,13.8,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-08T15:00:00,5.87,13.71,28.92,5.87,0.8,18.0,2.33,960,34.0,210.0,2400.0,20,8,0.49,Steepland Scrub,0,13.9,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-08T18:00:00,5.62,13.74,29.03,5.62,0.24,18.0,2.32,960,34.0,210.0,2400.0,20,8,3.9,Steepland Scrub,0,13.9,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-08T21:00:00,7.06,14.85,30.66,7.06,1.07,18.06,2.34,960,34.0,210.0,2400.0,20,8,1.82,Steepland Scrub,0,14.0,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-09T00:00:00,7.21,15.53,29.2,7.21,0.53,18.0,2.35,960,34.0,210.0,2400.0,20,8,3.86,Steepland Scrub,0,14.1,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-09T03:00:00,8.39,16.44,30.42,8.39,0.88,18.0,2.36,960,34.0,210.0,2400.0,20,8,0.71,Steepland Scrub,0,14.0,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-09T06:00:00,8.45,17.0,30.77,8.45,0.31,18.0,2.36,960,34.0,210.0,2400.0,20,8,0.45,Steepland Scrub,0,14.0,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-09T09:00:00,7.72,16.95,30.29,7.72,0.03,18.0,2.34,960,34.0,210.0,2400.0,20,8,1.87,Steepland Scrub,0,13.9,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-09T12:00:00,7.21,16.35,30.45,7.21,0.13,18.0,2.33,960,34.0,210.0,2400.0,20,8,2.74,Steepland Scrub,0,13.9,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-09T15:00:00,6.08,16.73,30.59,6.08,0.19,18.0,2.32,960,34.0,210.0,2400.0,20,8,3.45,Steepland Scrub,0,13.9,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-09T18:00:00,5.88,16.52,30.03,5.88,0.12,18.0,2.31,960,34.0,210.0,2400.0,20,8,1.44,Steepland Scrub,0,13.8,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-09T21:00:00,5.09,16.98,30.74,5.09,0.55,18.0,2.32,960,34.0,210.0,2400.0,20,8,0.18,Steepland Scrub,0,13.8,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-10T00:00:00,4.34,16.84,29.75,4.34,0.15,18.0,2.31,960,34.0,210.0,2400.0,20,8,3.87,Steepland Scrub,0,13.9,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-10T03:00:00,3.12,16.89,29.81,3.12,0.18,18.0,2.31,960,34.0,210.0,2400.0,20,8,3.87,Steepland Scrub,0,13.9,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-10T06:00:00,3.32,16.49,30.47,3.32,0.49,18.0,2.31,960,34.0,210.0,2400.0,20,8,2.14,Steepland Scrub,0,13.8,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-10T09:00:00,3.27,15.98,29.26,3.27,0.01,18.0,2.3,960,34.0,210.0,2400.0,20,8,3.7,Steepland Scrub,0,13.8,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-10T12:00:00,3.88,16.13,29.52,3.88,0.48,18.0,2.3,960,34.0,210.0,2400.0,20,8,0.04,Steepland Scrub,0,13.7,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-10T15:00:00,3.68,15.63,29.48,3.68,0.08,18.0,2.3,960,34.0,210.0,2400.0,20,8,0.88,Steepland Scrub,0,13.7,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-10T18:00:00,3.84,15.34,28.67,3.84,0.21,18.0,2.29,960,34.0,210.0,2400.0,20,8,2.46,Steepland Scrub,0,13.8,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-10T21:00:00,4.23,16.38,28.32,4.23,0.81,18.0,2.31,960,34.0,210.0,2400.0,20,8,1.82,Steepland Scrub,0,13.8,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-11T00:00:00,4.15,15.69,27.89,4.15,0.09,18.0,2.3,960,34.0,210.0,2400.0,20,8,2.01,Steepland Scrub,0,13.8,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-11T03:00:00,4.03,15.55,28.08,4.03,0.13,18.0,2.29,960,34.0,210.0,2400.0,20,8,0.1,Steepland Scrub,0,13.7,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-11T06:00:00,20.38,32.15,44.94,20.38,8.19,24.25,2.64,960,34.0,210.0,2400.0,20,8,3.03,Steepland Scrub,0,15.7,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-11T09:00:00,20.4,31.39,44.5,20.4,0.01,23.61,2.59,960,34.0,210.0,2400.0,20,8,0.53,Steepland Scrub,0,15.0,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-11T12:00:00,20.33,31.42,44.74,20.33,0.38,23.27,2.56,960,34.0,210.0,2400.0,20,8,1.1,Steepland Scrub,0,14.9,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-11T15:00:00,20.62,30.38,44.08,20.62,0.21,22.8,2.53,960,34.0,210.0,2400.0,20,8,0.97,Steepland Scrub,0,14.8,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-11T18:00:00,20.55,30.26,44.01,20.55,0.17,22.27,2.5,960,34.0,210.0,2400.0,20,8,3.15,Steepland Scrub,0,14.7,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-11T21:00:00,19.68,29.0,43.85,19.68,0.29,21.83,2.48,960,34.0,210.0,2400.0,20,8,3.37,Steepland Scrub,0,14.6,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-12T00:00:00,19.98,28.47,44.0,19.98,0.27,21.37,2.46,960,34.0,210.0,2400.0,20,8,2.29,Steepland Scrub,0,14.5,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-12T03:00:00,19.97,27.13,43.56,19.97,0.09,20.8,2.43,960,34.0,210.0,2400.0,20,8,3.12,Steepland Scrub,0,14.4,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-12T06:00:00,3.61,27.31,44.31,3.61,0.45,20.49,2.42,960,34.0,210.0,2400.0,20,8,0.77,Steepland Scrub,0,14.3,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-12T09:00:00,3.63,27.31,44.25,3.63,0.03,19.86,2.4,960,34.0,210.0,2400.0,20,8,2.6,Steepland Scrub,0,14.2,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-12T12:00:00,2.94,27.16,43.51,2.94,0.05,19.25,2.38,960,34.0,210.0,2400.0,20,8,1.73,Steepland Scrub,0,14.1,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-12T15:00:00,2.95,27.25,43.98,2.95,0.27,18.79,2.37,960,34.0,210.0,2400.0,20,8,3.87,Steepland Scrub,0,14.2,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-12T18:00:00,2.72,27.1,43.62,2.72,0.04,18.16,2.35,960,34.0,210.0,2400.0,20,8,3.56,Steepland Scrub,0,14.1,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-12T21:00:00,3.29,27.21,44.19,3.29,0.57,18.0,2.36,960,34.0,210.0,2400.0,20,8,3.32,Steepland Scrub,0,14.1,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-13T00:00:00,3.11,27.24,44.08,3.11,0.14,18.0,2.35,960,34.0,210.0,2400.0,20,8,3.27,Steepland Scrub,0,14.0,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-13T03:00:00,5.15,29.15,46.04,5.15,1.02,18.24,2.37,960,34.0,210.0,2400.0,20,8,3.26,Steepland Scrub,0,14.2,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-13T06:00:00,4.8,28.79,45.27,4.8,0.25,18.0,2.36,960,34.0,210.0,2400.0,20,8,0.28,Steepland Scrub,0,14.0,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-13T09:00:00,5.1,29.13,45.11,5.1,0.17,18.0,2.35,960,34.0,210.0,2400.0,20,8,0.5,Steepland Scrub,0,14.0,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-13T12:00:00,5.15,28.42,44.55,5.15,0.08,18.0,2.34,960,34.0,210.0,2400.0,20,8,1.11,Steepland Scrub,0,13.9,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-13T15:00:00,4.98,28.55,44.18,4.98,0.17,18.0,2.33,960,34.0,210.0,2400.0,20,8,2.47,Steepland Scrub,0,13.9,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-13T18:00:00,5.56,28.83,44.17,5.56,0.37,18.0,2.33,960,34.0,210.0,2400.0,20,8,2.57,Steepland Scrub,0,13.9,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-13T21:00:00,5.63,28.6,44.98,5.63,0.57,18.0,2.34,960,34.0,210.0,2400.0,20,8,3.52,Steepland Scrub,0,14.0,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-14T00:00:00,5.75,28.84,44.54,5.75,0.19,18.0,2.33,960,34.0,210.0,2400.0,20,8,1.59,Steepland Scrub,0,13.9,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-14T03:00:00,5.07,30.18,45.73,5.07,0.92,18.0,2.35,960,34.0,210.0,2400.0,20,8,3.82,Steepland Scrub,0,14.1,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-14T06:00:00,5.68,14.09,46.24,5.68,0.61,18.0,2.35,960,34.0,210.0,2400.0,20,8,3.48,Steepland Scrub,0,14.1,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-14T09:00:00,6.11,14.84,46.24,6.11,0.47,18.0,2.35,960,34.0,210.0,2400.0,20,8,2.74,Steepland Scrub,0,14.0,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-14T12:00:00,7.92,16.01,47.43,7.92,0.92,18.13,2.37,960,34.0,210.0,2400.0,20,8,1.81,Steepland Scrub,0,14.1,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-14T15:00:00,7.87,15.81,46.18,7.87,0.12,18.0,2.36,960,34.0,210.0,2400.0,20,8,3.9,Steepland Scrub,0,14.1,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-14T18:00:00,7.43,15.71,45.97,7.43,0.1,18.0,2.34,960,34.0,210.0,2400.0,20,8,2.32,Steepland Scrub,0,14.0,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-14T21:00:00,6.3,15.22,44.22,6.3,0.02,18.0,2.33,960,34.0,210.0,2400.0,20,8,0.75,Steepland Scrub,0,13.9,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-15T00:00:00,6.03,14.89,43.36,6.03,0.07,18.0,2.32,960,34.0,210.0,2400.0,20,8,1.75,Steepland Scrub,0,13.9,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-15T03:00:00,4.49,14.71,41.83,4.49,0.01,18.0,2.31,960,34.0,210.0,2400.0,20,8,0.36,Steepland Scrub,0,13.7,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-15T06:00:00,4.52,15.0,42.31,4.52,0.54,18.0,2.32,960,34.0,210.0,2400.0,20,8,3.96,Steepland Scrub,0,13.9,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-15T09:00:00,3.92,15.13,42.44,3.92,0.08,18.0,2.31,960,34.0,210.0,2400.0,20,8,1.63,Steepland Scrub,0,13.8,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-15T12:00:00,2.5,15.57,42.73,2.5,0.3,18.0,2.31,960,34.0,210.0,2400.0,20,8,2.87,Steepland Scrub,0,13.8,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-15T15:00:00,2.47,15.32,42.57,2.47,0.13,18.0,2.3,960,34.0,210.0,2400.0,20,8,0.37,Steepland Scrub,0,13.7,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-15T18:00:00,2.46,15.45,42.55,2.46,0.1,18.0,2.29,960,34.0,210.0,2400.0,20,8,2.17,Steepland Scrub,0,13.8,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-15T21:00:00,2.62,14.55,41.76,2.62,0.1,18.0,2.28,960,34.0,210.0,2400.0,20,8,2.31,Steepland Scrub,0,13.7,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-16T00:00:00,2.54,14.32,41.56,2.54,0.03,18.0,2.28,960,34.0,210.0,2400.0,20,8,1.96,Steepland Scrub,0,13.7,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-16T03:00:00,3.87,13.43,42.58,3.87,0.61,18.0,2.29,960,34.0,210.0,2400.0,20,8,1.76,Steepland Scrub,0,13.8,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-16T06:00:00,3.62,13.82,42.6,3.62,0.48,18.0,2.3,960,34.0,210.0,2400.0,20,8,1.0,Steepland Scrub,0,13.8,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-16T09:00:00,3.76,13.79,42.92,3.76,0.2,18.0,2.3,960,34.0,210.0,2400.0,20,8,2.58,Steepland Scrub,0,13.8,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-16T12:00:00,3.86,14.28,42.7,3.86,0.31,18.0,2.3,960,34.0,210.0,2400.0,20,8,3.25,Steepland Scrub,0,13.8,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-16T15:00:00,3.99,14.33,42.88,3.99,0.19,18.0,2.29,960,34.0,210.0,2400.0,20,8,0.27,Steepland Scrub,0,13.7,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-16T18:00:00,4.4,14.29,43.12,4.4,0.29,18.0,2.3,960,34.0,210.0,2400.0,20,8,1.41,Steepland Scrub,0,13.8,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-16T21:00:00,4.92,13.84,42.44,4.92,0.32,18.0,2.3,960,34.0,210.0,2400.0,20,8,2.47,Steepland Scrub,0,13.8,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-17T00:00:00,5.14,13.71,42.55,5.14,0.15,18.0,2.29,960,34.0,210.0,2400.0,20,8,2.84,Steepland Scrub,0,13.8,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-17T03:00:00,3.93,12.29,42.47,3.93,0.07,18.0,2.29,960,34.0,210.0,2400.0,20,8,3.62,Steepland Scrub,0,13.8,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-17T06:00:00,3.04,11.18,25.27,3.04,0.01,18.0,2.28,960,34.0,210.0,2400.0,20,8,0.38,Steepland Scrub,0,13.6,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-17T09:00:00,2.99,10.67,25.52,2.99,0.14,18.0,2.27,960,34.0,210.0,2400.0,20,8,3.94,Steepland Scrub,0,13.7,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-17T12:00:00,2.4,8.76,24.77,2.4,0.02,18.0,2.27,960,34.0,210.0,2400.0,20,8,2.0,Steepland Scrub,0,13.6,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-17T15:00:00,3.9,10.36,26.17,3.9,1.08,18.09,2.3,960,34.0,210.0,2400.0,20,8,2.76,Steepland Scrub,0,13.8,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-17T18:00:00,3.45,10.32,26.03,3.45,0.08,18.0,2.29,960,34.0,210.0,2400.0,20,8,3.26,Steepland Scrub,0,13.8,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-17T21:00:00,3.01,10.55,25.77,3.01,0.14,18.0,2.28,960,34.0,210.0,2400.0,20,8,0.56,Steepland Scrub,0,13.7,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-18T00:00:00,3.28,10.95,25.85,3.28,0.28,18.0,2.29,960,34.0,210.0,2400.0,20,8,0.68,Steepland Scrub,0,13.7,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-18T03:00:00,3.16,10.95,25.66,3.16,0.01,18.0,2.28,960,34.0,210.0,2400.0,20,8,1.93,Steepland Scrub,0,13.7,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-18T06:00:00,3.51,10.17,25.17,3.51,0.2,18.0,2.27,960,34.0,210.0,2400.0,20,8,2.82,Steepland Scrub,0,13.7,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-18T09:00:00,3.46,10.22,25.35,3.46,0.13,18.0,2.27,960,34.0,210.0,2400.0,20,8,2.85,Steepland Scrub,0,13.7,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-18T12:00:00,30.64,36.9,52.47,30.64,15.6,28.25,2.84,960,34.0,210.0,2400.0,20,8,0.49,Steepland Scrub,0,17.0,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-18T15:00:00,29.03,36.92,52.25,29.03,0.13,27.7,2.78,960,34.0,210.0,2400.0,20,8,3.44,Steepland Scrub,0,15.9,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-18T18:00:00,28.95,36.81,52.26,28.95,0.04,27.08,2.71,960,34.0,210.0,2400.0,20,8,1.56,Steepland Scrub,0,15.6,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-18T21:00:00,28.7,36.63,51.18,28.7,0.0,26.43,2.66,960,34.0,210.0,2400.0,20,8,3.4,Steepland Scrub,0,15.4,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-19T00:00:00,28.18,36.6,50.92,28.18,0.02,25.79,2.61,960,34.0,210.0,2400.0,20,8,1.55,Steepland Scrub,0,15.1,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-19T03:00:00,29.03,36.11,49.54,29.03,0.41,25.49,2.58,960,34.0,210.0,2400.0,20,8,0.26,Steepland Scrub,0,14.9,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-19T06:00:00,28.7,35.26,49.07,28.7,0.02,24.85,2.54,960,34.0,210.0,2400.0,20,8,2.9,Steepland Scrub,0,14.9,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-19T09:00:00,29.07,35.53,49.32,29.07,0.28,24.44,2.51,960,34.0,210.0,2400.0,20,8,3.02,Steepland Scrub,0,14.8,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-19T12:00:00,2.53,35.58,49.86,2.53,0.31,24.06,2.49,960,34.0,210.0,2400.0,20,8,0.05,Steepland Scrub,0,14.6,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-19T15:00:00,15.53,48.46,62.79,15.53,6.79,28.71,2.74,960,34.0,210.0,2400.0,20,8,0.49,Steepland Scrub,0,16.1,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-19T18:00:00,15.51,47.91,62.21,15.51,0.03,28.09,2.69,960,34.0,210.0,2400.0,20,8,3.74,Steepland Scrub,0,15.5,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-19T21:00:00,15.72,47.43,61.27,15.72,0.11,27.53,2.64,960,34.0,210.0,2400.0,20,8,2.47,Steepland Scrub,0,15.3,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-20T00:00:00,44.26,75.72,89.43,44.26,15.23,38.32,3.26,960,34.0,210.0,2400.0,20,8,3.71,Steepland Scrub,0,19.6,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-20T03:00:00,43.62,75.8,88.09,43.62,0.11,37.75,3.15,960,34.0,210.0,2400.0,20,8,2.82,Steepland Scrub,0,17.5,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-20T06:00:00,44.01,76.22,87.4,44.01,0.2,37.28,3.05,960,34.0,210.0,2400.0,20,8,2.83,Steepland Scrub,0,17.1,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-20T09:00:00,43.62,76.16,86.83,43.62,0.11,36.71,2.97,960,34.0,210.0,2400.0,20,8,2.02,Steepland Scrub,0,16.7,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-20T12:00:00,43.03,76.2,84.96,43.03,0.04,36.09,2.88,960,34.0,210.0,2400.0,20,8,1.64,Steepland Scrub,0,16.3,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-20T15:00:00,29.99,74.55,84.91,29.99,0.09,35.52,2.81,960,34.0,210.0,2400.0,20,8,3.88,Steepland Scrub,0,16.1,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-20T18:00:00,31.44,75.9,86.22,31.44,0.9,35.48,2.78,960,34.0,210.0,2400.0,20,8,2.69,Steepland Scrub,0,16.0,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-20T21:00:00,31.25,75.68,86.22,31.25,0.02,34.84,2.72,960,34.0,210.0,2400.0,20,8,2.52,Steepland Scrub,0,15.6,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-21T00:00:00,3.66,76.1,87.05,3.66,0.5,34.58,2.68,960,34.0,210.0,2400.0,20,8,0.19,Steepland Scrub,0,15.4,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-21T03:00:00,3.55,76.2,87.15,3.55,0.05,33.98,2.63,960,34.0,210.0,2400.0,20,8,1.64,Steepland Scrub,0,15.2,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-21T06:00:00,3.18,75.9,86.07,3.18,0.03,33.35,2.59,960,34.0,210.0,2400.0,20,8,1.36,Steepland Scrub,0,15.0,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-21T09:00:00,3.3,76.0,86.21,3.3,0.18,32.84,2.55,960,34.0,210.0,2400.0,20,8,3.75,Steepland Scrub,0,14.9,12.0
VIL_004,Aut Gorge (Thalout),Mandi,2024-05-21T12:00:00,3.29,48.85,85.75,3.29,0.03,32.21,2.51,960,34.0,210.0,2400.0,20,8,2.03,Steepland Scrub,0,14.7,12.0
