state_name,district,latitude,longitude,elevation_m,status,terrain_class,terrain_data_source,slope_percent,terrain_cluster
Haryana,Fatehabad,29.53536,75.575095,214.0,success,non_hilly,SRTM30m,0.17955519537971265,0.0
Haryana,Gurugram,28.37021,76.941873,242.0,success,non_hilly,SRTM30m,0.4948112665657885,0.0
Haryana,Hisar,29.239554,75.817576,216.0,success,non_hilly,SRTM30m,0.15486757539489251,0.0
Haryana,Jhajjar,28.597664,76.650942,214.0,success,non_hilly,SRTM30m,0.3619419931385598,0.0
Haryana,Jind,29.450225,76.235041,225.0,success,non_hilly,SRTM30m,0.10388527231189044,0.0
Haryana,Kaithal,29.853611,76.468939,238.0,success,non_hilly,SRTM30m,0.13749935051143342,0.0
Haryana,Karnal,29.704674,76.915945,247.0,success,non_hilly,SRTM30m,0.15557969235458657,0.0
Haryana,Kurukshetra,30.060721,76.76308,253.0,success,non_hilly,SRTM30m,0.11341937939394937,0.0
Haryana,Mahendragarh,28.133108,76.168054,291.0,success,non_hilly,SRTM30m,0.27241294169071195,0.0
Haryana,Panchkula,30.699647,76.987661,598.0,success,non_hilly,SRTM30m,13.89342667831494,2.0
Haryana,Panipat,29.347831,76.887045,234.0,success,non_hilly,SRTM30m,0.1033545715688144,0.0
Haryana,Rewari,28.218388,76.581406,241.0,success,non_hilly,SRTM30m,0.2725399446062493,0.0
Haryana,Rohtak,28.890426,76.587099,224.0,success,non_hilly,SRTM30m,0.36294207308292964,0.0
Haryana,Sirsa,29.607688,74.902191,198.0,success,non_hilly,SRTM30m,0.16182547428280783,0.0
Haryana,Sonipat,29.041419,76.9227,225.0,success,non_hilly,SRTM30m,0.2731630752412782,0.0
Haryana,Yamunanagar,30.212838,77.287524,285.0,success,non_hilly,SRTM30m,0.2081663948882771,0.0
Haryana,Nuh,27.993493,77.040841,189.0,success,non_hilly,SRTM30m,0.2750425516790027,0.0
Haryana,Palwal,28.059649,77.322736,193.0,success,non_hilly,SRTM30m,0.16936308161867555,0.0
Haryana,Charki Dadri,28.600137,76.112524,226.0,success,non_hilly,SRTM30m,0.49565624642907635,0.0
Jharkhand,Bokaro,23.69908,85.990717,271.0,success,non_hilly,SRTM30m,2.2669677575113885,0.0
Jharkhand,Chatra,24.096834,84.867588,473.0,success,non_hilly,SRTM30m,1.3512025654442403,0.0
Jharkhand,Deoghar,24.330059,86.719575,241.0,success,non_hilly,SRTM30m,0.7193363664738476,0.0
Jharkhand,Dhanbad,23.84473,86.461645,231.0,success,non_hilly,SRTM30m,1.2698853803462864,0.0
Jharkhand,Dumka,24.317326,87.275155,162.0,success,non_hilly,SRTM30m,1.8597871534535169,0.0
Jharkhand,East Singhbum,22.613899,86.382505,192.0,success,non_hilly,SRTM30m,4.86625811941503,0.0
Jharkhand,Garhwa,24.053084,83.653081,334.0,success,non_hilly,SRTM30m,3.809739567820868,0.0
Jharkhand,Giridih,24.331812,86.160541,360.0,success,non_hilly,SRTM30m,0.8025656604641798,0.0
Jharkhand,Godda,24.864342,87.298523,99.0,success,non_hilly,SRTM30m,0.4612644795613267,0.0
Jharkhand,Gumla,23.158824,84.45994,669.0,success,non_hilly,SRTM30m,7.554761468097279,0.0
Jharkhand,Hazaribagh,24.088202,85.470583,582.0,success,non_hilly,SRTM30m,0.5198555852545066,0.0
Jharkhand,Jamtara,23.981072,86.923719,185.0,success,non_hilly,SRTM30m,0.6691336202018998,0.0
Jharkhand,Koderma,24.542058,85.693667,360.0,success,non_hilly,SRTM30m,3.0279407003558685,0.0
Jharkhand,Latehar,23.687152,84.498109,403.0,success,non_hilly,SRTM30m,0.9878982638387348,0.0
Jharkhand,Lohardaga,23.477119,84.699208,640.0,success,non_hilly,SRTM30m,0.6325399814177484,0.0
Jharkhand,Pakur,24.532852,87.594399,103.0,success,non_hilly,SRTM30m,1.6001254981525583,0.0
Jharkhand,Palamu,24.218802,84.174196,273.0,success,non_hilly,SRTM30m,3.4716321654498126,0.0
Jharkhand,Ranchi,23.300599,85.375409,643.0,success,non_hilly,SRTM30m,0.3636825623526616,0.0
Jharkhand,Sahebganj,25.031975,87.69411,199.0,success,non_hilly,SRTM30m,9.98492889385661,0.0
Jharkhand,Saraikela Kharsawan,22.823027,85.919264,336.0,success,non_hilly,SRTM30m,6.7897246398655575,0.0
Jharkhand,Simdega,22.589989,84.546481,508.0,success,non_hilly,SRTM30m,4.114022210843769,0.0
Jharkhand,West Singhbhum,22.427733,85.533614,426.0,success,non_hilly,SRTM30m,1.0255925846063088,0.0
Jharkhand,Khunti,22.928995,85.281667,588.0,success,non_hilly,SRTM30m,3.0404023343229007,0.0
Jharkhand,Ramgarh,23.692713,85.521281,375.0,success,non_hilly,SRTM30m,0.9773986172226192,0.0
Jammu & Kashmir,Anantnag,33.809383,75.254123,1708.0,success,non_hilly,SRTM30m,1.896301710204443,0.0
Jammu & Kashmir,Budgam,33.90543,74.623683,2306.0,success,non_hilly,SRTM30m,6.726263089087807,2.0
Jammu & Kashmir,Baramulla,34.170177,74.311758,1599.0,success,non_hilly,SRTM30m,8.183266371977,2.0
Jammu & Kashmir,Doda,33.135722,75.602105,849.0,success,non_hilly,SRTM30m,2.5345849319890474,0.0
Jammu & Kashmir,Jammu,32.769719,74.92207,324.0,success,non_hilly,SRTM30m,3.405306167199693,0.0
Jammu & Kashmir,Kathua,32.583164,75.611836,717.0,success,non_hilly,SRTM30m,3.8634031194120837,0.0
Jammu & Kashmir,Kupwara,34.519461,74.221769,1634.0,success,non_hilly,SRTM30m,1.170970618844229,0.0
Jammu & Kashmir,Poonch,33.768776,74.014548,1129.0,success,non_hilly,SRTM30m,3.5022439328363104,0.0
Jammu & Kashmir,Pulwama,33.940584,75.03431,2172.0,success,non_hilly,SRTM30m,19.69031093979215,2.0
Jammu & Kashmir,Rajouri,33.267118,74.351474,1128.0,success,non_hilly,SRTM30m,12.376561115268307,2.0
Jammu & Kashmir,Srinagar,34.116891,74.790205,1581.0,success,non_hilly,SRTM30m,0.04504504504504504,0.0
Jammu & Kashmir,Udhampur,32.907941,75.333379,1822.0,success,non_hilly,SRTM30m,25.774956078140498,2.0
Jammu & Kashmir,Kishtwar,33.61654,75.879884,4547.0,success,hilly,SRTM30m,29.70288157465561,1.0
Jammu & Kashmir,Ramban,33.316457,75.192927,1111.0,success,non_hilly,SRTM30m,28.578529579890795,2.0
Jammu & Kashmir,Kulgam,33.620252,74.820857,2404.0,success,hilly,SRTM30m,28.984641754645356,1.0
Jammu & Kashmir,Bandipora,34.448546,74.690014,2396.0,success,hilly,SRTM30m,26.39376913582111,1.0
Jammu & Kashmir,Samba,32.575483,75.121279,350.0,success,non_hilly,SRTM30m,1.62822748337439,0.0
Jammu & Kashmir,Shopian,33.724249,74.778268,2218.0,success,non_hilly,SRTM30m,4.919897417850754,2.0
Jammu & Kashmir,Ganderbal,34.253916,74.962523,2651.0,success,hilly,SRTM30m,53.36808132138787,1.0
Jammu & Kashmir,Reasi,33.206017,74.856749,859.0,success,non_hilly,SRTM30m,25.035451448728434,2.0
Karnataka,Bagalkote,16.2904,75.591577,550.0,success,non_hilly,SRTM30m,1.3096738309013478,0.0
Karnataka,Bengaluru Urban,12.945312,77.552189,884.0,success,non_hilly,SRTM30m,2.6822589201805886,0.0
Karnataka,Bengaluru Rural,13.182599,77.339441,901.0,success,non_hilly,SRTM30m,1.7011256165956472,0.0
Karnataka,Belagavi,16.157843,74.888677,554.0,success,non_hilly,SRTM30m,0.6022498716242026,0.0
Karnataka,Ballari,15.198955,76.709084,493.0,success,non_hilly,SRTM30m,5.515400787128931,0.0
Karnataka,Bidar,18.017065,77.248509,587.0,success,non_hilly,SRTM30m,1.0309396086045084,0.0
Karnataka,Vijayapura,16.814492,75.893275,557.0,success,non_hilly,SRTM30m,1.6049867802985205,0.0
Karnataka,Chamarajanagara,11.954363,77.106275,732.0,success,non_hilly,SRTM30m,3.8346045850875523,0.0
Karnataka,Chikkamagaluru,13.405911,75.6387,954.0,success,non_hilly,SRTM30m,15.888549849868166,2.0
Karnataka,Chitradurga,14.306334,76.528669,645.0,success,non_hilly,SRTM30m,2.7279883445322533,0.0
Karnataka,Dakshina Kannada,12.822725,75.226428,82.0,success,non_hilly,SRTM30m,0.9020845906470634,0.0
Karnataka,Davangere,14.369361,75.888397,571.0,success,non_hilly,SRTM30m,0.8944188001139873,0.0
Karnataka,Dharwad,15.370745,75.133239,661.0,success,non_hilly,SRTM30m,1.4152469438717048,0.0
Karnataka,Gadag,15.416033,75.681495,656.0,success,non_hilly,SRTM30m,0.5514410094156458,0.0
Karnataka,Kalaburagi,17.240627,76.770173,431.0,success,non_hilly,SRTM30m,1.7414138090884121,0.0
Karnataka,Hassan,13.030246,76.17443,978.0,success,non_hilly,SRTM30m,1.1954637136906554,0.0
Karnataka,Haveri,14.718019,75.387126,596.0,success,non_hilly,SRTM30m,1.0483611214352846,0.0
Karnataka,Kodagu,12.382854,75.664212,915.0,success,non_hilly,SRTM30m,1.3207992324541094,0.0
Karnataka,Kolar,13.17992,78.266664,794.0,success,non_hilly,SRTM30m,0.10290952053036818,0.0
Karnataka,Koppal,15.57517,76.311826,554.0,success,non_hilly,SRTM30m,0.6850598801441974,0.0
Karnataka,Mandya,12.636909,76.727479,791.0,success,non_hilly,SRTM30m,1.3234106446994485,0.0
Karnataka,Mysuru,12.19707,76.612022,716.0,success,non_hilly,SRTM30m,0.5246412374871585,0.0
Karnataka,Raichur,16.054871,76.900686,402.0,success,non_hilly,SRTM30m,0.9306980982433263,0.0
Karnataka,Shivamogga,14.055689,75.238001,628.0,success,non_hilly,SRTM30m,0.3040594727905462,0.0
Karnataka,Tumakuru,13.419261,76.880937,833.0,success,non_hilly,SRTM30m,0.5403300699097865,0.0
Karnataka,Udupi,13.527058,74.8731,34.0,success,non_hilly,SRTM30m,0.49155601184110226,0.0
Karnataka,Uttara Kannada,14.725044,74.640217,560.0,success,non_hilly,SRTM30m,0.6899713410005883,0.0
Karnataka,Chikkaballapura,13.589635,77.782235,864.0,success,non_hilly,SRTM30m,1.1445863000563885,0.0
Karnataka,Ramanagara,12.720113,77.317775,714.0,success,non_hilly,SRTM30m,6.300372703459154,0.0
Karnataka,Yadgir,16.573869,76.925077,363.0,success,non_hilly,SRTM30m,0.2933715985567265,0.0
Kerala,Alappuzha,9.500614,76.410605,0.0,success,non_hilly,SRTM30m,0.04504504504504504,0.0
Kerala,Ernakulam,10.04571,76.497432,21.0,success,non_hilly,SRTM30m,1.2880075122212156,0.0
Kerala,Idukki,9.815972,76.998049,725.0,success,non_hilly,SRTM30m,3.8984865881830837,0.0
Kerala,Kannur,11.985666,75.547572,7.0,success,non_hilly,SRTM30m,0.9470661205458795,0.0
Kerala,Kasaragod,12.420039,75.190562,91.0,success,non_hilly,SRTM30m,4.433700568629738,0.0
Kerala,Kollam,8.967736,76.857852,104.0,success,non_hilly,SRTM30m,3.8708760807154463,0.0
Kerala,Kottayam,9.628555,76.645233,51.0,success,non_hilly,SRTM30m,2.0076199472737035,0.0
Kerala,Kozhikode,11.464151,75.891919,49.0,success,non_hilly,SRTM30m,0.7079047858172923,0.0
Kerala,Malappuram,11.106349,76.109914,39.0,success,non_hilly,SRTM30m,1.246739686307109,0.0
Kerala,Palakkad,10.786764,76.473462,88.0,success,non_hilly,SRTM30m,0.6772298914046628,0.0
Kerala,Pathanamthitta,9.277372,76.977781,502.0,success,non_hilly,SRTM30m,8.971300469979258,0.0
Kerala,Thiruvananthapuram,8.577346,77.04979,75.0,success,non_hilly,SRTM30m,2.893929917528043,0.0
Kerala,Thrissur,10.477657,76.273504,9.0,success,non_hilly,SRTM30m,1.5160152496759216,0.0
Kerala,Wayanad,11.714751,76.125475,738.0,success,non_hilly,SRTM30m,2.542977873954475,0.0
Lakshadweep,Lakshadweep District,11.278161,74.042694,0.0,success,unknown,SRTM30m,,
Ladakh,Kargil,33.807076,76.438331,3991.0,success,hilly,SRTM30m,5.377728855290083,1.0
Ladakh,Leh Ladakh,34.712102,78.247944,5855.0,success,hilly,SRTM30m,7.132814937170186,1.0
Maharashtra,Ahmednagar,19.162156,74.85749,866.0,success,non_hilly,SRTM30m,5.126792867904919,0.0
Maharashtra,Akola,20.76141,77.192084,279.0,success,non_hilly,SRTM30m,0.32976173886198346,0.0
Maharashtra,Amravati,21.154037,77.644342,353.0,success,non_hilly,SRTM30m,0.22522522522522523,0.0
Maharashtra,Aurangabad,20.023137,75.150311,585.0,success,non_hilly,SRTM30m,0.9208858809678996,0.0
Maharashtra,Beed,18.992537,75.910545,523.0,success,non_hilly,SRTM30m,2.1809732582609196,0.0
Maharashtra,Bhandara,21.122799,79.791891,291.0,success,non_hilly,SRTM30m,0.7155120169275035,0.0
Maharashtra,Buldhana,20.563248,76.408453,548.0,success,non_hilly,SRTM30m,3.756670369500555,0.0
Maharashtra,Chandrapur,20.097001,79.503304,239.0,success,non_hilly,SRTM30m,1.7502740585061294,0.0
Maharashtra,Dhule,21.130882,74.479154,340.0,success,non_hilly,SRTM30m,1.224466044943785,0.0
Maharashtra,Gadchiroli,19.756947,80.163277,237.0,success,non_hilly,SRTM30m,0.31738127412324507,0.0
Maharashtra,Gondia,21.145309,80.268299,327.0,success,non_hilly,SRTM30m,0.5609892295065925,0.0
Maharashtra,Hingoli,19.623174,77.191156,431.0,success,non_hilly,SRTM30m,0.49779792789641986,0.0
Maharashtra,Jalgaon,20.842545,75.526434,233.0,success,non_hilly,SRTM30m,0.6639773740115531,0.0
Maharashtra,Jalna,19.917634,75.867839,530.0,success,non_hilly,SRTM30m,2.4978746564127325,0.0
Maharashtra,Kolhapur,16.461912,74.089343,668.0,success,non_hilly,SRTM30m,12.55859275541304,2.0
Maharashtra,Latur,18.354038,76.754874,630.0,success,non_hilly,SRTM30m,1.1741069690913613,0.0
Maharashtra,Mumbai Suburban,19.129703,72.8932,35.0,success,non_hilly,SRTM30m,0.9534988457536073,0.0
Maharashtra,Nagpur,21.152818,79.014829,353.0,success,non_hilly,SRTM30m,0.7207207207207207,0.0
Maharashtra,Nanded,19.09355,77.482529,388.0,success,non_hilly,SRTM30m,1.186676812629576,0.0
Maharashtra,Nandurbar,21.516845,74.541276,158.0,success,non_hilly,SRTM30m,0.43809655410160536,0.0
Maharashtra,Nashik,20.224182,74.106384,644.0,success,non_hilly,SRTM30m,1.5789469615467546,0.0
Maharashtra,Osmanabad,18.169545,76.117983,655.0,success,non_hilly,SRTM30m,0.9206433483814603,0.0
Maharashtra,Parbhani,19.286927,76.62087,441.0,success,non_hilly,SRTM30m,0.9319660132736347,0.0
Maharashtra,Pune,18.645146,73.92303,565.0,success,non_hilly,SRTM30m,1.5781612060871233,0.0
Maharashtra,Raigad,18.493681,73.143104,336.0,success,non_hilly,SRTM30m,5.3938080614899935,0.0
Maharashtra,Ratnagiri,17.282428,73.472308,246.0,success,non_hilly,SRTM30m,3.333902586204899,0.0
Maharashtra,Sangli,17.172061,74.586054,641.0,success,non_hilly,SRTM30m,1.246334159441614,0.0
Maharashtra,Satara,17.636333,74.297653,857.0,success,non_hilly,SRTM30m,2.1388898255216855,0.0
Maharashtra,Sindhudurg,16.135637,73.651491,188.0,success,non_hilly,SRTM30m,1.73723940487969,0.0
Maharashtra,Solapur,17.849768,75.2762,486.0,success,non_hilly,SRTM30m,0.9017261582262657,0.0
Maharashtra,Thane,19.359503,73.370809,102.0,success,non_hilly,SRTM30m,0.7218141005162768,0.0
Maharashtra,Wardha,20.826282,78.612716,258.0,success,non_hilly,SRTM30m,0.20434164370860633,0.0
Maharashtra,Washim,20.287143,77.236281,490.0,success,non_hilly,SRTM30m,0.8289568142207798,0.0
Maharashtra,Yavatmal,20.06379,78.358149,291.0,success,non_hilly,SRTM30m,0.6951331227327172,0.0
Maharashtra,Palghar,19.757484,73.086686,54.0,success,non_hilly,SRTM30m,1.0948821542392047,0.0
Meghalaya,East Garo Hills,25.632189,90.643835,333.0,success,non_hilly,SRTM30m,5.624631042811852,0.0
Meghalaya,East Khasi Hills,25.399069,91.822745,1168.0,success,non_hilly,SRTM30m,16.464733325372784,2.0
Meghalaya,West Jaintia Hills,25.436173,92.182571,1303.0,success,non_hilly,SRTM30m,2.755309854226325,0.0
Meghalaya,Ri Bhoi,25.860731,91.829776,718.0,success,non_hilly,SRTM30m,20.501363037727742,2.0
Meghalaya,South Garo Hills,25.346125,90.569898,102.0,success,non_hilly,SRTM30m,6.106406750479451,0.0
Meghalaya,West Garo Hills,25.606346,90.20372,353.0,success,non_hilly,SRTM30m,0.6993956849037278,0.0
Meghalaya,West Khasi Hills,25.577437,91.275972,1355.0,success,non_hilly,SRTM30m,6.784561905309854,2.0
Meghalaya,North Garo Hills,25.870553,90.718956,230.0,success,non_hilly,SRTM30m,7.563168824184115,0.0
Meghalaya,East Jaintia Hills,25.249911,92.482897,870.0,success,non_hilly,SRTM30m,6.01280779793494,0.0
Meghalaya,South West Khasi Hills,25.33363,91.320905,1179.0,success,non_hilly,SRTM30m,21.687020172482438,2.0
Meghalaya,South West Garo Hills,25.442245,89.98148,79.0,success,non_hilly,SRTM30m,1.149869285150111,0.0
Manipur,Imphal East,24.874395,94.024701,787.0,success,non_hilly,SRTM30m,0.26815771471206756,0.0
Manipur,Imphal West,24.759059,93.861934,774.0,success,non_hilly,SRTM30m,0.049604875589160734,0.0
Mizoram,Saiha,22.286998,93.013158,903.0,success,non_hilly,SRTM30m,4.921763851919486,0.0
Mizoram,Serchhip,23.292383,92.84458,1117.0,success,non_hilly,SRTM30m,22.401149472379856,2.0
Nagaland,Dimapur,25.810633,93.89935,346.0,success,non_hilly,SRTM30m,6.543816775055122,0.0
Nagaland,Kohima,25.770003,94.124019,1214.0,success,non_hilly,SRTM30m,15.110804418499345,2.0
Nagaland,Mokokchung,26.478574,94.507568,318.0,success,non_hilly,SRTM30m,2.2005648901450754,0.0
Nagaland,Mon,26.660365,94.999855,871.0,success,non_hilly,SRTM30m,14.540333480342277,2.0
Nagaland,Phek,25.653109,94.380044,1454.0,success,non_hilly,SRTM30m,30.042401572997964,2.0
Manipur,Bishnupur,24.528467,93.79168,767.0,success,non_hilly,SRTM30m,0.0,0.0
Manipur,Chandel,24.160649,94.00211,1101.0,success,non_hilly,SRTM30m,24.487972038659358,2.0
Manipur,Churachandpur,24.276286,93.677942,837.0,success,non_hilly,SRTM30m,0.7628044351925573,0.0
Manipur,Senapati,25.393454,94.162959,1234.0,success,non_hilly,SRTM30m,7.0973231687118155,2.0
Manipur,Tamenglong,25.060212,93.549145,1025.0,success,non_hilly,SRTM30m,14.08330025189413,2.0
Manipur,Noney,24.664775,93.489005,680.0,success,non_hilly,SRTM30m,1.2846371303659618,0.0
Manipur,Pherzawl,24.364419,93.253744,527.0,success,non_hilly,SRTM30m,18.382576550468812,2.0
Nagaland,Tuensang,26.155986,94.909136,1485.0,success,non_hilly,SRTM30m,18.348780867677718,2.0
Manipur,Thoubal,24.62875,94.003086,774.0,success,non_hilly,SRTM30m,0.13393369357252688,0.0
Manipur,Ukhrul,25.310005,94.471272,1725.0,success,non_hilly,SRTM30m,27.191664707472118,2.0
Madhya Pradesh,Rajgarh,23.870824,76.774447,412.0,success,non_hilly,SRTM30m,1.3981751289246207,0.0
Madhya Pradesh,Ratlam,23.502929,74.954615,543.0,success,non_hilly,SRTM30m,0.4155471658654693,0.0
Madhya Pradesh,Rewa,24.756063,81.654453,326.0,success,non_hilly,SRTM30m,0.5939297753859586,0.0
Madhya Pradesh,Sagar,23.808313,78.758258,543.0,success,non_hilly,SRTM30m,3.8903789741729526,0.0
Madhya Pradesh,Satna,24.577611,80.808965,317.0,success,non_hilly,SRTM30m,0.36036036036036034,0.0
Madhya Pradesh,Sehore,23.115072,77.066538,561.0,success,non_hilly,SRTM30m,1.295210438281386,0.0
Madhya Pradesh,Seoni,22.274811,79.720252,496.0,success,non_hilly,SRTM30m,0.36882040476732536,0.0
Madhya Pradesh,Shahdol,23.653072,81.430319,443.0,success,non_hilly,SRTM30m,0.2328725978025851,0.0
Madhya Pradesh,Shajapur,23.417227,76.607514,460.0,success,non_hilly,SRTM30m,0.5400846146127393,0.0
Manipur,Kakching,24.393216,93.886482,767.0,success,non_hilly,SRTM30m,0.30832264090195444,0.0
Manipur,Kangpokpi,24.991801,94.092281,1061.0,success,non_hilly,SRTM30m,15.806399559460033,2.0
Manipur,Jiribam,24.708992,93.117288,80.0,success,non_hilly,SRTM30m,5.797392274818036,0.0
Madhya Pradesh,Sheopur,25.749628,76.92042,353.0,success,non_hilly,SRTM30m,0.33653252329071637,0.0
Madhya Pradesh,Shivpuri,25.374153,77.827922,414.0,success,non_hilly,SRTM30m,0.8357260226082753,0.0
Madhya Pradesh,Sidhi,24.211269,81.700042,372.0,success,non_hilly,SRTM30m,0.6281561199527668,0.0
Madhya Pradesh,Tikamgarh,24.855216,79.047255,285.0,success,non_hilly,SRTM30m,0.7373709723761275,0.0
Madhya Pradesh,Ujjain,23.293507,75.625763,477.0,success,non_hilly,SRTM30m,0.8529690870687353,0.0
Madhya Pradesh,Umaria,23.643184,80.941908,482.0,success,non_hilly,SRTM30m,1.2288018774688785,0.0
Madhya Pradesh,Vidisha,23.846303,77.837021,406.0,success,non_hilly,SRTM30m,0.4743320309911747,0.0
Madhya Pradesh,Singrauli,24.243331,82.382723,354.0,success,non_hilly,SRTM30m,1.3030478575190443,0.0
Madhya Pradesh,Alirajpur,22.285952,74.35456,299.0,success,non_hilly,SRTM30m,0.8035198874407946,0.0
Madhya Pradesh,Agar Malwa,23.935057,76.145115,420.0,success,non_hilly,SRTM30m,0.38920081810032986,0.0
Madhya Pradesh,Niwari,25.306313,78.663122,229.0,success,non_hilly,SRTM30m,0.4412459687119027,0.0
Mizoram,Aizawl,23.865843,92.982065,804.0,success,non_hilly,SRTM30m,8.45067617525574,0.0
Mizoram,Champhai,23.543562,93.227198,1144.0,success,non_hilly,SRTM30m,20.504522734547432,2.0
Mizoram,Kolasib,24.183775,92.711904,349.0,success,non_hilly,SRTM30m,18.016154912008716,2.0
Mizoram,Lawngtlai,22.368687,92.731139,486.0,success,non_hilly,SRTM30m,4.178639310406722,0.0
Mizoram,Lunglei,22.952465,92.758853,710.0,success,non_hilly,SRTM30m,18.342114599811403,2.0
Mizoram,Mamit,23.755661,92.450691,255.0,success,non_hilly,SRTM30m,8.776920957943242,0.0
Manipur,Tengnoupal,24.380922,94.263302,726.0,success,non_hilly,SRTM30m,6.530532133478417,0.0
Madhya Pradesh,Barwani,21.75126,74.891549,496.0,success,non_hilly,SRTM30m,2.584566012952732,0.0
Madhya Pradesh,Betul,21.879747,77.875365,635.0,success,non_hilly,SRTM30m,0.5289721726044214,0.0
Madhya Pradesh,Bhind,26.351337,78.686262,152.0,success,non_hilly,SRTM30m,0.09009009009009009,0.0
Madhya Pradesh,Bhopal,23.483976,77.392851,493.0,success,non_hilly,SRTM30m,1.1304018746948936,0.0
Madhya Pradesh,Burhanpur,21.334536,76.36994,271.0,success,non_hilly,SRTM30m,1.1433415093277397,0.0
Madhya Pradesh,Chhatarpur,24.760609,79.678163,289.0,success,non_hilly,SRTM30m,0.6611098801771094,0.0
Madhya Pradesh,Chhindwara,22.139636,78.809623,756.0,success,non_hilly,SRTM30m,1.7184256961139504,0.0
Madhya Pradesh,Damoh,23.798138,79.542004,344.0,success,non_hilly,SRTM30m,1.295389105917614,0.0
Madhya Pradesh,Datia,25.8638,78.633511,182.0,success,non_hilly,SRTM30m,0.15017792058791551,0.0
Madhya Pradesh,Dewas,22.80565,76.294058,503.0,success,non_hilly,SRTM30m,0.5450132962818379,0.0
Madhya Pradesh,Dhar,22.578657,75.225864,560.0,success,non_hilly,SRTM30m,0.816660125471051,0.0
Madhya Pradesh,Dindori,22.907087,80.888853,679.0,success,non_hilly,SRTM30m,0.5932690189345248,0.0
Madhya Pradesh,East Nimar,21.976987,76.567531,283.0,success,non_hilly,SRTM30m,0.6141061511114003,0.0
Madhya Pradesh,Guna,24.500208,77.260107,442.0,success,non_hilly,SRTM30m,1.5211617147786456,0.0
Madhya Pradesh,Gwalior,26.028749,78.157065,252.0,success,non_hilly,SRTM30m,0.47489187209254735,0.0
Madhya Pradesh,Mandsaur,24.262874,75.385754,386.0,success,non_hilly,SRTM30m,1.0055667435804383,0.0
Madhya Pradesh,Morena,26.384517,77.861202,186.0,success,non_hilly,SRTM30m,0.11019321786547398,0.0
Madhya Pradesh,Narsinghpur,22.934805,79.086638,357.0,success,non_hilly,SRTM30m,0.20502258418119576,0.0
Madhya Pradesh,Neemuch,24.629765,75.182746,484.0,success,non_hilly,SRTM30m,0.9063358112348435,0.0
Madhya Pradesh,Panna,24.449893,80.146272,321.0,success,non_hilly,SRTM30m,0.40841407419078857,0.0
Madhya Pradesh,Raisen,23.267591,78.172714,540.0,success,non_hilly,SRTM30m,6.224483168967489,0.0
Nagaland,Wokha,26.254738,94.203681,298.0,success,non_hilly,SRTM30m,4.373985835850915,0.0
Nagaland,Zunheboto,26.012753,94.511916,1574.0,success,non_hilly,SRTM30m,19.87988307568927,2.0
Nagaland,Peren,25.454998,93.599138,1130.0,success,non_hilly,SRTM30m,22.66649338966797,2.0
Nagaland,Kiphire,25.811629,94.847963,1455.0,success,non_hilly,SRTM30m,7.688665149883174,2.0
Nagaland,Longleng,26.584109,94.804711,1105.0,success,non_hilly,SRTM30m,15.076212146914807,2.0
Odisha,Anugul,21.103706,84.954677,138.0,success,non_hilly,SRTM30m,0.5368966177383669,0.0
Odisha,Balangir,20.609313,83.167596,275.0,success,non_hilly,SRTM30m,1.492928245855445,0.0
Odisha,Baleshwar,21.519837,86.883753,19.0,success,non_hilly,SRTM30m,0.6136671285757826,0.0
Odisha,Bargarh,21.232178,83.567324,180.0,success,non_hilly,SRTM30m,0.38842970734954957,0.0
Odisha,Bhadrak,20.984019,86.59477,5.0,success,non_hilly,SRTM30m,0.2702702702702703,0.0
Odisha,Boudh,20.639812,83.997729,211.0,success,non_hilly,SRTM30m,7.86431551011967,0.0
Odisha,Cuttack,20.370132,85.467902,33.0,success,non_hilly,SRTM30m,0.5586737696486587,0.0
Odisha,Deogarh,21.447282,84.717553,152.0,success,non_hilly,SRTM30m,0.6167541391355404,0.0
Odisha,Dhenkanal,20.835406,85.601435,57.0,success,non_hilly,SRTM30m,2.051948914534718,0.0
Odisha,Gajapati,19.197901,84.190418,910.0,success,non_hilly,SRTM30m,22.367741959744592,2.0
Odisha,Ganjam,19.60969,84.70702,53.0,success,non_hilly,SRTM30m,0.2744678967278393,0.0
Odisha,Jagatsinghapur,20.179096,86.342175,3.0,success,non_hilly,SRTM30m,0.04799076932990524,0.0
Odisha,Jajapur,20.873986,86.123763,24.0,success,non_hilly,SRTM30m,0.10642161524180682,0.0
Odisha,Jharsuguda,21.801123,84.016825,198.0,success,non_hilly,SRTM30m,0.1663619166567572,0.0
Odisha,Kalahandi,19.826425,83.040934,253.0,success,non_hilly,SRTM30m,1.5054700154688743,0.0
Odisha,Kandhamal,20.13159,84.079112,560.0,success,non_hilly,SRTM30m,4.473250901922237,0.0
Odisha,Kendrapara,20.546626,86.52807,3.0,success,non_hilly,SRTM30m,0.10623315576998452,0.0
Odisha,Kendujhar,21.58954,85.668318,492.0,success,non_hilly,SRTM30m,1.024742250132972,0.0
Odisha,Khordha,20.05412,85.502032,18.0,success,non_hilly,SRTM30m,0.561763304943836,0.0
Odisha,Koraput,18.724322,82.607102,998.0,success,non_hilly,SRTM30m,1.1934438533967704,0.0
Odisha,Malkangiri,18.275577,81.95248,159.0,success,non_hilly,SRTM30m,0.22522522522522523,0.0
Odisha,Mayurbhanj,21.915318,86.39762,803.0,success,non_hilly,SRTM30m,7.697772298129833,0.0
