state_name,district,latitude,longitude,elevation_m,status,terrain_class,terrain_data_source
Karnataka,Hassan,13.030246,76.17443,978.0,success,hilly,SRTM30m
Karnataka,Haveri,14.718019,75.387126,596.0,success,hilly,SRTM30m
Karnataka,Kodagu,12.382854,75.664212,915.0,success,hilly,SRTM30m
Karnataka,Kolar,13.17992,78.266664,794.0,success,hilly,SRTM30m
Karnataka,Koppal,15.57517,76.311826,554.0,success,hilly,SRTM30m
Karnataka,Mandya,12.636909,76.727479,791.0,success,hilly,SRTM30m
Karnataka,Mysuru,12.19707,76.612022,716.0,success,hilly,SRTM30m
Karnataka,Raichur,16.054871,76.900686,402.0,success,non_hilly,SRTM30m
Karnataka,Shivamogga,14.055689,75.238001,628.0,success,hilly,SRTM30m
Karnataka,Tumakuru,13.419261,76.880937,833.0,success,hilly,SRTM30m
Karnataka,Udupi,13.527058,74.8731,34.0,success,non_hilly,SRTM30m
Karnataka,Uttara Kannada,14.725044,74.640217,560.0,success,hilly,SRTM30m
Karnataka,Chikkaballapura,13.589635,77.782235,864.0,success,hilly,SRTM30m
Karnataka,Ramanagara,12.720113,77.317775,714.0,success,hilly,SRTM30m
Karnataka,Yadgir,16.573869,76.925077,363.0,success,non_hilly,SRTM30m
Kerala,Alappuzha,9.500614,76.410605,0.0,success,non_hilly,SRTM30m
Kerala,Ernakulam,10.04571,76.497432,21.0,success,non_hilly,SRTM30m
Kerala,Idukki,9.815972,76.998049,725.0,success,hilly,SRTM30m
Kerala,Kannur,11.985666,75.547572,7.0,success,non_hilly,SRTM30m
Kerala,Kasaragod,12.420039,75.190562,91.0,success,non_hilly,SRTM30m
Kerala,Kollam,8.967736,76.857852,104.0,success,non_hilly,SRTM30m
Kerala,Kottayam,9.628555,76.645233,51.0,success,non_hilly,SRTM30m
Kerala,Kozhikode,11.464151,75.891919,49.0,success,non_hilly,SRTM30m
Kerala,Malappuram,11.106349,76.109914,39.0,success,non_hilly,SRTM30m
Kerala,Palakkad,10.786764,76.473462,88.0,success,non_hilly,SRTM30m
Kerala,Pathanamthitta,9.277372,76.977781,502.0,success,non_hilly,SRTM30m
Kerala,Thiruvananthapuram,8.577346,77.04979,75.0,success,non_hilly,SRTM30m
Kerala,Thrissur,10.477657,76.273504,9.0,success,non_hilly,SRTM30m
Kerala,Wayanad,11.714751,76.125475,738.0,success,hilly,SRTM30m
Lakshadweep,Lakshadweep District,11.278161,74.042694,0.0,success,non_hilly,SRTM30m
Ladakh,Kargil,33.807076,76.438331,3991.0,success,hilly,SRTM30m
Ladakh,Leh Ladakh,34.712102,78.247944,5855.0,success,hilly,SRTM30m
Maharashtra,Ahmednagar,19.162156,74.85749,866.0,success,hilly,SRTM30m
Maharashtra,Akola,20.76141,77.192084,279.0,success,non_hilly,SRTM30m
Maharashtra,Amravati,21.154037,77.644342,353.0,success,non_hilly,SRTM30m
Maharashtra,Aurangabad,20.023137,75.150311,585.0,success,hilly,SRTM30m
Maharashtra,Beed,18.992537,75.910545,523.0,success,hilly,SRTM30m
Maharashtra,Bhandara,21.122799,79.791891,291.0,success,non_hilly,SRTM30m
Maharashtra,Buldhana,20.563248,76.408453,548.0,success,hilly,SRTM30m
Maharashtra,Chandrapur,20.097001,79.503304,239.0,success,non_hilly,SRTM30m
Maharashtra,Dhule,21.130882,74.479154,340.0,success,non_hilly,SRTM30m
Maharashtra,Gadchiroli,19.756947,80.163277,237.0,success,non_hilly,SRTM30m
Maharashtra,Gondia,21.145309,80.268299,327.0,success,non_hilly,SRTM30m
Maharashtra,Hingoli,19.623174,77.191156,431.0,success,non_hilly,SRTM30m
Maharashtra,Jalgaon,20.842545,75.526434,233.0,success,non_hilly,SRTM30m
Maharashtra,Jalna,19.917634,75.867839,530.0,success,hilly,SRTM30m
Maharashtra,Kolhapur,16.461912,74.089343,668.0,success,hilly,SRTM30m
Maharashtra,Latur,18.354038,76.754874,630.0,success,hilly,SRTM30m
Maharashtra,Mumbai Suburban,19.129703,72.8932,35.0,success,non_hilly,SRTM30m
Maharashtra,Nagpur,21.152818,79.014829,353.0,success,non_hilly,SRTM30m
Maharashtra,Nanded,19.09355,77.482529,388.0,success,non_hilly,SRTM30m
Maharashtra,Nandurbar,21.516845,74.541276,158.0,success,non_hilly,SRTM30m
Maharashtra,Nashik,20.224182,74.106384,644.0,success,hilly,SRTM30m
Maharashtra,Osmanabad,18.169545,76.117983,655.0,success,hilly,SRTM30m
Maharashtra,Parbhani,19.286927,76.62087,441.0,success,non_hilly,SRTM30m
Maharashtra,Pune,18.645146,73.92303,565.0,success,hilly,SRTM30m
Maharashtra,Raigad,18.493681,73.143104,336.0,success,non_hilly,SRTM30m
Maharashtra,Ratnagiri,17.282428,73.472308,246.0,success,non_hilly,SRTM30m
Maharashtra,Sangli,17.172061,74.586054,641.0,success,hilly,SRTM30m
Maharashtra,Satara,17.636333,74.297653,857.0,success,hilly,SRTM30m
Maharashtra,Sindhudurg,16.135637,73.651491,188.0,success,non_hilly,SRTM30m
Maharashtra,Solapur,17.849768,75.2762,486.0,success,non_hilly,SRTM30m
Maharashtra,Thane,19.359503,73.370809,102.0,success,non_hilly,SRTM30m
Maharashtra,Wardha,20.826282,78.612716,258.0,success,non_hilly,SRTM30m
Maharashtra,Washim,20.287143,77.236281,490.0,success,non_hilly,SRTM30m
Maharashtra,Yavatmal,20.06379,78.358149,291.0,success,non_hilly,SRTM30m
Maharashtra,Palghar,19.757484,73.086686,54.0,success,non_hilly,SRTM30m
Meghalaya,East Garo Hills,25.632189,90.643835,333.0,success,non_hilly,SRTM30m
Meghalaya,East Khasi Hills,25.399069,91.822745,1168.0,success,hilly,SRTM30m
Meghalaya,West Jaintia Hills,25.436173,92.182571,1303.0,success,hilly,SRTM30m
Meghalaya,Ri Bhoi,25.860731,91.829776,718.0,success,hilly,SRTM30m
Meghalaya,South Garo Hills,25.346125,90.569898,102.0,success,non_hilly,SRTM30m
Meghalaya,West Garo Hills,25.606346,90.20372,353.0,success,non_hilly,SRTM30m
Meghalaya,West Khasi Hills,25.577437,91.275972,1355.0,success,hilly,SRTM30m
Meghalaya,North Garo Hills,25.870553,90.718956,230.0,success,non_hilly,SRTM30m
Meghalaya,East Jaintia Hills,25.249911,92.482897,870.0,success,hilly,SRTM30m
Meghalaya,South West Khasi Hills,25.33363,91.320905,1179.0,success,hilly,SRTM30m
Meghalaya,South West Garo Hills,25.442245,89.98148,79.0,success,non_hilly,SRTM30m
Manipur,Imphal East,24.874395,94.024701,787.0,success,hilly,SRTM30m
Manipur,Imphal West,24.759059,93.861934,774.0,success,hilly,SRTM30m
Mizoram,Saiha,22.286998,93.013158,903.0,success,hilly,SRTM30m
Mizoram,Serchhip,23.292383,92.84458,1117.0,success,hilly,SRTM30m
Nagaland,Dimapur,25.810633,93.89935,346.0,success,non_hilly,SRTM30m
Nagaland,Kohima,25.770003,94.124019,1214.0,success,hilly,SRTM30m
Nagaland,Mokokchung,26.478574,94.507568,318.0,success,non_hilly,SRTM30m
Nagaland,Mon,26.660365,94.999855,871.0,success,hilly,SRTM30m
Nagaland,Phek,25.653109,94.380044,1454.0,success,hilly,SRTM30m
Manipur,Bishnupur,24.528467,93.79168,767.0,success,hilly,SRTM30m
Manipur,Chandel,24.160649,94.00211,1101.0,success,hilly,SRTM30m
Manipur,Churachandpur,24.276286,93.677942,837.0,success,hilly,SRTM30m
Manipur,Senapati,25.393454,94.162959,1234.0,success,hilly,SRTM30m
Manipur,Tamenglong,25.060212,93.549145,1025.0,success,hilly,SRTM30m
Manipur,Noney,24.664775,93.489005,680.0,success,hilly,SRTM30m
Manipur,Pherzawl,24.364419,93.253744,527.0,success,hilly,SRTM30m
Nagaland,Tuensang,26.155986,94.909136,1485.0,success,hilly,SRTM30m
Manipur,Thoubal,24.62875,94.003086,774.0,success,hilly,SRTM30m
Manipur,Ukhrul,25.310005,94.471272,1725.0,success,hilly,SRTM30m
Madhya Pradesh,Rajgarh,23.870824,76.774447,412.0,success,non_hilly,SRTM30m
Madhya Pradesh,Ratlam,23.502929,74.954615,543.0,success,hilly,SRTM30m
Madhya Pradesh,Rewa,24.756063,81.654453,326.0,success,non_hilly,SRTM30m
Madhya Pradesh,Sagar,23.808313,78.758258,543.0,success,hilly,SRTM30m
Madhya Pradesh,Satna,24.577611,80.808965,317.0,success,non_hilly,SRTM30m
Madhya Pradesh,Sehore,23.115072,77.066538,561.0,success,hilly,SRTM30m
Madhya Pradesh,Seoni,22.274811,79.720252,496.0,success,non_hilly,SRTM30m
Madhya Pradesh,Shahdol,23.653072,81.430319,443.0,success,non_hilly,SRTM30m
Madhya Pradesh,Shajapur,23.417227,76.607514,460.0,success,non_hilly,SRTM30m
Manipur,Kakching,24.393216,93.886482,767.0,success,hilly,SRTM30m
Manipur,Kangpokpi,24.991801,94.092281,1061.0,success,hilly,SRTM30m
Manipur,Jiribam,24.708992,93.117288,80.0,success,non_hilly,SRTM30m
Madhya Pradesh,Sheopur,25.749628,76.92042,353.0,success,non_hilly,SRTM30m
Madhya Pradesh,Shivpuri,25.374153,77.827922,414.0,success,non_hilly,SRTM30m
Madhya Pradesh,Sidhi,24.211269,81.700042,372.0,success,non_hilly,SRTM30m
Madhya Pradesh,Tikamgarh,24.855216,79.047255,285.0,success,non_hilly,SRTM30m
Madhya Pradesh,Ujjain,23.293507,75.625763,477.0,success,non_hilly,SRTM30m
Madhya Pradesh,Umaria,23.643184,80.941908,482.0,success,non_hilly,SRTM30m
Madhya Pradesh,Vidisha,23.846303,77.837021,406.0,success,non_hilly,SRTM30m
Madhya Pradesh,Singrauli,24.243331,82.382723,354.0,success,non_hilly,SRTM30m
Madhya Pradesh,Alirajpur,22.285952,74.35456,299.0,success,non_hilly,SRTM30m
Madhya Pradesh,Agar Malwa,23.935057,76.145115,420.0,success,non_hilly,SRTM30m
Madhya Pradesh,Niwari,25.306313,78.663122,229.0,success,non_hilly,SRTM30m
Mizoram,Aizawl,23.865843,92.982065,804.0,success,hilly,SRTM30m
Mizoram,Champhai,23.543562,93.227198,1144.0,success,hilly,SRTM30m
Mizoram,Kolasib,24.183775,92.711904,349.0,success,non_hilly,SRTM30m
Mizoram,Lawngtlai,22.368687,92.731139,486.0,success,non_hilly,SRTM30m
Mizoram,Lunglei,22.952465,92.758853,710.0,success,hilly,SRTM30m
Mizoram,Mamit,23.755661,92.450691,255.0,success,non_hilly,SRTM30m
Manipur,Tengnoupal,24.380922,94.263302,726.0,success,hilly,SRTM30m
Madhya Pradesh,Barwani,21.75126,74.891549,496.0,success,non_hilly,SRTM30m
Madhya Pradesh,Betul,21.879747,77.875365,635.0,success,hilly,SRTM30m
Madhya Pradesh,Bhind,26.351337,78.686262,152.0,success,non_hilly,SRTM30m
Madhya Pradesh,Bhopal,23.483976,77.392851,493.0,success,non_hilly,SRTM30m
Madhya Pradesh,Burhanpur,21.334536,76.36994,271.0,success,non_hilly,SRTM30m
Madhya Pradesh,Chhatarpur,24.760609,79.678163,289.0,success,non_hilly,SRTM30m
Madhya Pradesh,Chhindwara,22.139636,78.809623,756.0,success,hilly,SRTM30m
Madhya Pradesh,Damoh,23.798138,79.542004,344.0,success,non_hilly,SRTM30m
Madhya Pradesh,Datia,25.8638,78.633511,182.0,success,non_hilly,SRTM30m
Madhya Pradesh,Dewas,22.80565,76.294058,503.0,success,non_hilly,SRTM30m
Madhya Pradesh,Dhar,22.578657,75.225864,560.0,success,hilly,SRTM30m
Madhya Pradesh,Dindori,22.907087,80.888853,679.0,success,hilly,SRTM30m
Madhya Pradesh,East Nimar,21.976987,76.567531,283.0,success,non_hilly,SRTM30m
Madhya Pradesh,Guna,24.500208,77.260107,442.0,success,non_hilly,SRTM30m
Madhya Pradesh,Gwalior,26.028749,78.157065,252.0,success,non_hilly,SRTM30m
Madhya Pradesh,Mandsaur,24.262874,75.385754,386.0,success,non_hilly,SRTM30m
Madhya Pradesh,Morena,26.384517,77.861202,186.0,success,non_hilly,SRTM30m
Madhya Pradesh,Narsinghpur,22.934805,79.086638,357.0,success,non_hilly,SRTM30m
Madhya Pradesh,Neemuch,24.629765,75.182746,484.0,success,non_hilly,SRTM30m
Madhya Pradesh,Panna,24.449893,80.146272,321.0,success,non_hilly,SRTM30m
Madhya Pradesh,Raisen,23.267591,78.172714,540.0,success,hilly,SRTM30m
Nagaland,Wokha,26.254738,94.203681,298.0,success,non_hilly,SRTM30m
Nagaland,Zunheboto,26.012753,94.511916,1574.0,success,hilly,SRTM30m
Nagaland,Peren,25.454998,93.599138,1130.0,success,hilly,SRTM30m
Nagaland,Kiphire,25.811629,94.847963,1455.0,success,hilly,SRTM30m
Nagaland,Longleng,26.584109,94.804711,1105.0,success,hilly,SRTM30m
Odisha,Anugul,21.103706,84.954677,138.0,success,non_hilly,SRTM30m
Odisha,Balangir,20.609313,83.167596,275.0,success,non_hilly,SRTM30m
Odisha,Baleshwar,21.519837,86.883753,19.0,success,non_hilly,SRTM30m
Odisha,Bargarh,21.232178,83.567324,180.0,success,non_hilly,SRTM30m
Odisha,Bhadrak,20.984019,86.59477,5.0,success,non_hilly,SRTM30m
Odisha,Boudh,20.639812,83.997729,211.0,success,non_hilly,SRTM30m
Odisha,Cuttack,20.370132,85.467902,33.0,success,non_hilly,SRTM30m
Odisha,Deogarh,21.447282,84.717553,152.0,success,non_hilly,SRTM30m
Odisha,Dhenkanal,20.835406,85.601435,57.0,success,non_hilly,SRTM30m
Odisha,Gajapati,19.197901,84.190418,910.0,success,hilly,SRTM30m
Odisha,Ganjam,19.60969,84.70702,53.0,success,non_hilly,SRTM30m
Odisha,Jagatsinghapur,20.179096,86.342175,3.0,success,non_hilly,SRTM30m
Odisha,Jajapur,20.873986,86.123763,24.0,success,non_hilly,SRTM30m
Odisha,Jharsuguda,21.801123,84.016825,198.0,success,non_hilly,SRTM30m
Odisha,Kalahandi,19.826425,83.040934,253.0,success,non_hilly,SRTM30m
Odisha,Kandhamal,20.13159,84.079112,560.0,success,hilly,SRTM30m
Odisha,Kendrapara,20.546626,86.52807,3.0,success,non_hilly,SRTM30m
Odisha,Kendujhar,21.58954,85.668318,492.0,success,non_hilly,SRTM30m
Odisha,Khordha,20.05412,85.502032,18.0,success,non_hilly,SRTM30m
Odisha,Koraput,18.724322,82.607102,998.0,success,hilly,SRTM30m
Odisha,Malkangiri,18.275577,81.95248,159.0,success,non_hilly,SRTM30m
Odisha,Mayurbhanj,21.915318,86.39762,803.0,success,hilly,SRTM30m
Odisha,Nabarangpur,19.609651,82.299133,609.0,success,hilly,SRTM30m
Odisha,Nayagarh,20.23898,85.051146,147.0,success,non_hilly,SRTM30m
Odisha,Nuapada,20.538972,82.529299,595.0,success,hilly,SRTM30m
Odisha,Puri,19.835276,85.687865,2.0,success,non_hilly,SRTM30m
Odisha,Rayagada,19.442479,83.587745,534.0,success,hilly,SRTM30m
Odisha,Sambalpur,21.555867,84.153894,200.0,success,non_hilly,SRTM30m
Odisha,Sonepur,20.852893,83.852304,146.0,success,non_hilly,SRTM30m
Odisha,Sundargarh,22.060669,83.936436,230.0,success,non_hilly,SRTM30m
Punjab,Amritsar,31.773046,74.831819,233.0,success,non_hilly,SRTM30m
Punjab,Bathinda,30.17903,75.047053,209.0,success,non_hilly,SRTM30m
Punjab,Faridkot,30.60144,74.795038,209.0,success,non_hilly,SRTM30m
Punjab,Fatehgarh Sahib,30.660952,76.383575,268.0,success,non_hilly,SRTM30m
Punjab,Ferozepur,30.950201,74.76015,201.0,success,non_hilly,SRTM30m
Punjab,Gurdaspur,31.903794,75.227542,254.0,success,non_hilly,SRTM30m
Punjab,Hoshiarpur,31.609498,75.843911,306.0,success,non_hilly,SRTM30m
Punjab,Jalandhar,31.292203,75.567966,237.0,success,non_hilly,SRTM30m
Punjab,Kapurthala,31.385602,75.304983,222.0,success,non_hilly,SRTM30m
Punjab,Ludhiana,30.789426,75.827198,249.0,success,non_hilly,SRTM30m
Punjab,Mansa,29.876276,75.488944,218.0,success,non_hilly,SRTM30m
Punjab,Moga,30.788247,75.160063,220.0,success,non_hilly,SRTM30m
Punjab,Sri Muktsar Sahib,30.28673,74.526198,197.0,success,non_hilly,SRTM30m
Punjab,Shahid Bhagat Singh Nagar,31.126858,76.159931,258.0,success,non_hilly,SRTM30m
Punjab,Patiala,30.209387,76.338762,243.0,success,non_hilly,SRTM30m
Punjab,Rupnagar,31.091386,76.528876,296.0,success,non_hilly,SRTM30m
Punjab,Sangrur,30.209697,75.819192,235.0,success,non_hilly,SRTM30m
Punjab,Barnala,30.371727,75.503965,225.0,success,non_hilly,SRTM30m
Punjab,S.A.S Nagar,30.649944,76.739836,302.0,success,non_hilly,SRTM30m
Punjab,Tarn Taran,31.321298,74.841609,221.0,success,non_hilly,SRTM30m
Punjab,Fazilka,30.376043,74.107422,181.0,success,non_hilly,SRTM30m
Punjab,Pathankot,32.302806,75.659351,345.0,success,non_hilly,SRTM30m
Puducherry,Karaikal,10.915569,79.807048,3.0,success,non_hilly,SRTM30m
Puducherry,Mahe,11.700876,75.535987,13.0,success,non_hilly,SRTM30m
Rajasthan,Ajmer,26.331985,74.7164,449.0,success,non_hilly,SRTM30m
Rajasthan,Alwar,27.63789,76.613801,270.0,success,non_hilly,SRTM30m
Rajasthan,Banswara,23.493242,74.349965,193.0,success,non_hilly,SRTM30m
Rajasthan,Baran,24.917788,76.697125,275.0,success,non_hilly,SRTM30m
Rajasthan,Barmer,25.584237,71.619873,135.0,success,non_hilly,SRTM30m
Rajasthan,Bharatpur,27.265544,77.368512,180.0,success,non_hilly,SRTM30m
Rajasthan,Bhilwara,25.488421,74.699136,424.0,success,non_hilly,SRTM30m
Rajasthan,Bikaner,28.116573,73.110417,195.0,success,non_hilly,SRTM30m
Rajasthan,Bundi,25.437776,75.737376,237.0,success,non_hilly,SRTM30m
Rajasthan,Chittorgarh,24.717229,74.471367,427.0,success,non_hilly,SRTM30m
Rajasthan,Churu,28.205042,74.69085,303.0,success,non_hilly,SRTM30m
Rajasthan,Dausa,26.805604,76.444767,337.0,success,non_hilly,SRTM30m
Rajasthan,Dholpur,26.65332,77.62356,205.0,success,non_hilly,SRTM30m
Rajasthan,Dungarpur,23.672579,73.816471,276.0,success,non_hilly,SRTM30m
Rajasthan,Ganganagar,29.461907,73.540964,168.0,success,non_hilly,SRTM30m
Rajasthan,Hanumangarh,29.36436,74.211235,180.0,success,non_hilly,SRTM30m
Rajasthan,Sikar,27.662843,75.027324,397.0,success,non_hilly,SRTM30m
Rajasthan,Sirohi,24.811056,72.82989,325.0,success,non_hilly,SRTM30m
Rajasthan,Tonk,26.122467,75.663488,276.0,success,non_hilly,SRTM30m
Rajasthan,Udaipur,24.453834,73.651523,512.0,success,non_hilly,SRTM30m
Rajasthan,Pratapgarh,24.022775,74.626967,411.0,success,non_hilly,SRTM30m
Sikkim,Gangtok,27.278681,88.675281,2418.0,success,hilly,SRTM30m
Sikkim,Mangan,27.75364,88.516714,3574.0,success,hilly,SRTM30m
Sikkim,Namchi,27.303811,88.379892,1560.0,success,hilly,SRTM30m
Sikkim,Gyalshing,27.363836,88.187317,1827.0,success,hilly,SRTM30m
Tamil Nadu,Pudukkottai,10.291651,78.817045,89.0,success,non_hilly,SRTM30m
Tamil Nadu,Ramanathapuram,9.518559,78.652662,32.0,success,non_hilly,SRTM30m
Tamil Nadu,Salem,11.647346,78.210734,368.0,success,non_hilly,SRTM30m
Tamil Nadu,Sivaganga,9.965005,78.720845,61.0,success,non_hilly,SRTM30m
Tamil Nadu,Thanjavur,10.659645,79.197937,38.0,success,non_hilly,SRTM30m
Tamil Nadu,The Nilgiris,11.445508,76.697645,2212.0,success,hilly,SRTM30m
Tamil Nadu,Theni,9.868892,77.422463,388.0,success,non_hilly,SRTM30m
Tamil Nadu,Thiruvallur,13.254709,80.062284,24.0,success,non_hilly,SRTM30m
Tamil Nadu,Thiruvarur,10.647875,79.50237,11.0,success,non_hilly,SRTM30m
Tamil Nadu,Chennai,13.055368,80.235511,13.0,success,non_hilly,SRTM30m
Tamil Nadu,Coimbatore,10.812725,77.081606,329.0,success,non_hilly,SRTM30m
Tamil Nadu,Cuddalore,11.520657,79.339851,54.0,success,non_hilly,SRTM30m
Tamil Nadu,Dharmapuri,12.144845,78.113206,467.0,success,non_hilly,SRTM30m
Tamil Nadu,Dindigul,10.42694,77.81625,301.0,success,non_hilly,SRTM30m
Tamil Nadu,Erode,11.488925,77.349814,216.0,success,non_hilly,SRTM30m
Tamil Nadu,Kanchipuram,12.794215,79.774512,67.0,success,non_hilly,SRTM30m
Tamil Nadu,Kanniyakumari,8.328087,77.35411,256.0,success,non_hilly,SRTM30m
Tamil Nadu,Karur,10.821975,78.383931,124.0,success,non_hilly,SRTM30m
Tamil Nadu,Krishnagiri,12.515051,78.009924,705.0,success,hilly,SRTM30m
Tamil Nadu,Madurai,9.936291,78.007498,166.0,success,non_hilly,SRTM30m
Tamil Nadu,Nagapattinam,11.191282,79.696367,7.0,success,non_hilly,SRTM30m
Tamil Nadu,Namakkal,11.305297,78.118536,195.0,success,non_hilly,SRTM30m
Tamil Nadu,Perambalur,11.289708,78.929828,115.0,success,non_hilly,SRTM30m
Tamil Nadu,Tiruchirappalli,10.851019,78.726704,66.0,success,non_hilly,SRTM30m
Tamil Nadu,Tirunelveli,8.54944,77.579769,112.0,success,non_hilly,SRTM30m
Tamil Nadu,Tiruvannamalai,12.429321,78.999758,347.0,success,non_hilly,SRTM30m
Tamil Nadu,Tuticorin,8.846457,77.993494,30.0,success,non_hilly,SRTM30m
Tamil Nadu,Vellore,12.902077,79.061143,233.0,success,non_hilly,SRTM30m
Tamil Nadu,Villupuram,12.12507,79.600647,50.0,success,non_hilly,SRTM30m
Tamil Nadu,Virudhunagar,9.494113,77.863499,86.0,success,non_hilly,SRTM30m
Tamil Nadu,Ariyalur,11.152859,79.258881,75.0,success,non_hilly,SRTM30m
Tamil Nadu,Tiruppur,10.791533,77.53428,237.0,success,non_hilly,SRTM30m
Tamil Nadu,Kallakurichi,11.79805,79.054152,122.0,success,non_hilly,SRTM30m
Tamil Nadu,Chengalpattu,12.628889,80.036613,48.0,success,non_hilly,SRTM30m
Tamil Nadu,Ranipet,12.919363,79.408063,174.0,success,non_hilly,SRTM30m
Tamil Nadu,Tirupathur,12.584825,78.625053,1031.0,success,hilly,SRTM30m
Tamil Nadu,Tenkasi,9.093121,77.47558,161.0,success,non_hilly,SRTM30m
Tripura,Dhalai,23.827709,91.98144,94.0,success,non_hilly,SRTM30m
Tripura,North Tripura,24.091844,92.241829,96.0,success,non_hilly,SRTM30m
Tripura,South Tripura,23.181356,91.614844,35.0,success,non_hilly,SRTM30m
Tripura,West Tripura,23.91862507031634,91.38745873633484,41.0,success_srtm30m,non_hilly,SRTM30m
Tripura,Khowai,23.954463106040784,91.64123425262862,57.0,success_srtm30m,non_hilly,SRTM30m
Tripura,Sepahijala,23.531917062116563,91.30086223504884,29.0,success_srtm30m,non_hilly,SRTM30m
Tripura,Gomati,23.426337737448748,91.62206875989226,156.0,success_srtm30m,non_hilly,SRTM30m
Tripura,Unakoti,24.201913786189703,92.04631904121656,81.0,success_srtm30m,non_hilly,SRTM30m
Telangana,Adilabad,19.54085010362641,78.63803265411033,477.0,success_srtm30m,non_hilly,SRTM30m
Telangana,Hyderabad,17.399417665235212,78.46043044479089,531.0,success_srtm30m,hilly,SRTM30m
Telangana,Karimnagar,18.405717253742992,79.277765078362,258.0,success_srtm30m,non_hilly,SRTM30m
Telangana,Khammam,17.174686088752793,80.40315102722829,94.0,success_srtm30m,non_hilly,SRTM30m
Telangana,Mahabubnagar,16.69188516908462,77.95659150431472,451.0,success_srtm30m,non_hilly,SRTM30m
Telangana,Medak,17.945250000354577,78.1687891640452,483.0,success_srtm30m,non_hilly,SRTM30m
Telangana,Nalgonda,16.85839822522908,79.21725386857591,183.0,success_srtm30m,non_hilly,SRTM30m
Telangana,Nizamabad,18.72246918438259,78.21998850951934,481.0,success_srtm30m,non_hilly,SRTM30m
Telangana,Ranga Reddy,17.130491474529556,78.3988728048196,634.0,success_srtm30m,hilly,SRTM30m
Telangana,Warangal,17.948574999893086,79.78823230912525,268.0,success_srtm30m,non_hilly,SRTM30m
Telangana,Nirmal,19.092894260245004,78.39628524712825,333.0,success_srtm30m,non_hilly,SRTM30m
Telangana,Jagitial,18.822495000171507,78.91376706433523,262.0,success_srtm30m,non_hilly,SRTM30m
Telangana,Peddapalli,18.62375883664402,79.49462228122368,184.0,success_srtm30m,non_hilly,SRTM30m
Telangana,Rajanna Sircilla,18.4221291346974,78.76640851479007,365.0,success_srtm30m,non_hilly,SRTM30m
Telangana,Mancherial,18.97813449869358,79.52277372838985,188.0,success_srtm30m,non_hilly,SRTM30m
Telangana,Kamareddy,18.31228875915098,78.0555665624176,503.0,success_srtm30m,non_hilly,SRTM30m
Telangana,Hanumakonda,18.071770000465012,79.4461772571317,273.0,success_srtm30m,non_hilly,SRTM30m
Telangana,Jayashankar Bhupalapally,18.50959609537277,79.96127503441954,173.0,success_srtm30m,non_hilly,SRTM30m
Telangana,Mahabubabad,17.7040259999389,80.03322005085359,205.0,success_srtm30m,non_hilly,SRTM30m
Telangana,Jangoan,17.7475700006646,79.24131857928944,361.0,success_srtm30m,non_hilly,SRTM30m
Telangana,Bhadradri Kothagudem,17.716944662147654,80.5681018374253,160.0,success_srtm30m,non_hilly,SRTM30m
Telangana,Sangareddy,17.8556647678349,77.72035298361712,571.0,success_srtm30m,hilly,SRTM30m
Telangana,Siddipet,18.046675000425157,78.90670094814425,509.0,success_srtm30m,non_hilly,SRTM30m
Telangana,Wanaparthy,16.288821690806333,77.98425536718136,363.0,success_srtm30m,non_hilly,SRTM30m
Telangana,Nagarkurnool,16.42027980842601,78.65662766320676,464.0,success_srtm30m,non_hilly,SRTM30m
Telangana,Jogulamba Gadwal,16.096648128643956,77.73464549192302,364.0,success_srtm30m,non_hilly,SRTM30m
Telangana,Suryapet,17.080359591262294,79.7924717268082,154.0,success_srtm30m,non_hilly,SRTM30m
Telangana,Yadadri Bhuvanagiri,17.431525001199915,79.085975475395,331.0,success_srtm30m,non_hilly,SRTM30m
Telangana,Vikarabad,17.25115412742968,77.73928527477476,510.0,success_srtm30m,non_hilly,SRTM30m
Telangana,Kumuram Bheem Asifabad,19.324966487701907,79.42850159064992,189.0,success_srtm30m,non_hilly,SRTM30m
Telangana,Medchal Malkajgiri,17.53405000024964,78.53230795989174,591.0,success_srtm30m,hilly,SRTM30m
Telangana,Mulugu,18.31325863428248,80.34424102757099,154.0,success_srtm30m,non_hilly,SRTM30m
Telangana,Narayanpet,16.687871181577634,77.61751996677006,423.0,success_srtm30m,non_hilly,SRTM30m
Uttarakhand,Almora,29.70264374771609,79.4326232567407,1134.0,success_srtm30m,hilly,SRTM30m
Uttarakhand,Bageshwar,30.00883890462288,79.9280311918487,1795.0,success_srtm30m,hilly,SRTM30m
Uttarakhand,Chamoli,30.50033155787555,79.61952067704064,1851.0,success_srtm30m,hilly,SRTM30m
Uttarakhand,Champawat,29.23507490815985,80.10222705173607,1043.0,success_srtm30m,hilly,SRTM30m
Uttarakhand,Dehradun,30.49756060813852,77.86293191687517,697.0,success_srtm30m,hilly,SRTM30m
Uttarakhand,Haridwar,29.911283430221925,78.0086520396884,263.0,success_srtm30m,non_hilly,SRTM30m
Uttarakhand,Nainital,29.295038336032757,79.4162594394372,824.0,success_srtm30m,hilly,SRTM30m
Uttarakhand,Pauri Garhwal,29.847357500783623,78.7070147143955,1084.0,success_srtm30m,hilly,SRTM30m
Uttarakhand,Pithoragarh,30.124812409728836,80.47772490329876,5387.0,success_srtm30m,hilly,SRTM30m
Uttarakhand,Rudra Prayag,30.491103864445076,79.03611829362461,2278.0,success_srtm30m,hilly,SRTM30m
